page_type,location_country,referrer_host,ua_os,hour,total_orders_placed,total_checkouts,total_carts,total_sessions,total_pageviews,total_conversion,total_bounce_rate,ua_form_factor,referrer_source,referrer_name
Homepage,Falkland Islands (Malvinas),Unknown,iOS,2020-04-19 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Windows,2021-03-08 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Angola,Unknown,Android,2019-08-06 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,www.google.com,Windows,2019-09-24 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Product,Bosnia and Herzegovina,jones-shelton.com,iOS,2020-08-17 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,South Georgia and the South Sandwich Islands,Unknown,iOS,2020-09-25 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Iceland,Unknown,Linux,2021-12-12 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-02-18 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,Unknown,iOS,2020-04-18 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,jones-shelton.com,Android,2019-08-04 07:00:00,1,1,1,3,3,0.3333333333333333,1.0,Mobile,Unknown,
Product,Lesotho,Unknown,Windows,2021-02-25 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Lesotho,mclean.net,iOS,2020-12-07 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Cape Verde,Unknown,Android,2020-06-09 00:00:00,2,2,4,5,9,0.4,0.19999999999999996,Mobile,,
Product,Dominica,www.google.com,Android,2020-09-15 19:00:00,3,3,6,9,19,0.3333333333333333,0.0,Mobile,Search,Google
Collection,Bosnia and Herzegovina,mclean.net,Android,2021-07-16 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Dominica,Unknown,Android,2021-05-06 19:00:00,2,3,3,6,13,0.3333333333333333,0.0,Mobile,,
Homepage,Angola,jones-shelton.com,Windows,2021-10-24 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Product,Cape Verde,Unknown,Android,2021-11-21 12:00:00,2,2,4,5,8,0.4,0.4,Mobile,,
Homepage,Slovakia (Slovak Republic),l.instagram.com,Mac OS X,2021-10-18 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Checkout,Guyana,Unknown,Linux,2019-08-25 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Dominica,l.instagram.com,Android,2020-12-22 03:00:00,1,1,1,3,5,0.3333333333333333,0.33333333333333337,Mobile,Social,Instagram
Homepage,Cape Verde,Unknown,Windows,2020-06-19 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2019-08-04 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,jones-shelton.com,iOS,2019-08-02 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Gabon,l.instagram.com,Android,2019-08-06 11:00:00,3,5,5,9,19,0.3333333333333333,0.0,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,jones-shelton.com,Windows,2020-08-06 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Dominica,Unknown,iOS,2021-04-04 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-04-25 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bahamas,Unknown,iOS,2020-11-04 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,jones-shelton.com,Android,2020-06-23 11:00:00,2,2,2,4,10,0.5,0.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2019-08-11 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Anguilla,Unknown,Windows,2020-12-11 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Holy See (Vatican City State),Unknown,Mac OS X,2021-02-28 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Android,2020-08-08 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,Unknown,iOS,2021-02-25 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,Unknown,Android,2021-03-15 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,mclean.net,Android,2020-06-29 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-07-29 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Dominica,jones-shelton.com,Windows,2019-08-06 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Product,Gabon,Unknown,Android,2020-07-22 23:00:00,4,8,11,14,26,0.2857142857142857,0.1428571428571429,Mobile,,
Collection,Bermuda,facebook.com,Mac OS X,2021-04-28 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Dominica,Unknown,Mac OS X,2019-08-09 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Dominica,Unknown,iOS,2020-02-20 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Bosnia and Herzegovina,Unknown,iOS,2020-07-27 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-08-10 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,l.instagram.com,Android,2019-12-25 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,Unknown,Windows,2021-08-03 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Angola,Unknown,Android,2021-12-29 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-02-06 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Anguilla,Unknown,iOS,2021-10-28 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Iceland,mclean.net,iOS,2020-03-02 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Dominica,Unknown,iOS,2019-08-22 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Gabon,myers.com,iOS,2019-09-20 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Cape Verde,jones-shelton.com,iOS,2021-10-10 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Lesotho,Unknown,Android,2021-11-13 02:00:00,1,2,2,3,3,0.3333333333333333,1.0,Mobile,,
Homepage,Dominica,Unknown,Linux,2021-09-28 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,m.instagram.com,iOS,2021-01-30 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Dominica,Unknown,iOS,2020-01-11 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,mclean.net,Linux,2020-11-27 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Botswana,Unknown,Mac OS X,2020-08-05 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Mac OS X,2021-11-18 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Anguilla,Unknown,iOS,2021-11-07 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Cape Verde,Unknown,Android,2020-07-09 07:00:00,2,3,3,4,10,0.5,0.0,Mobile,,
Homepage,Angola,myers.com,Windows,2020-07-17 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,www.google.com,iOS,2019-08-04 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Bosnia and Herzegovina,mclean.net,Android,2020-03-17 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Bosnia and Herzegovina,jones-shelton.com,Windows,2021-02-09 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Dominica,Unknown,Android,2020-07-08 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,jones-shelton.com,Mac OS X,2021-02-10 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-08-06 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Slovakia (Slovak Republic),Unknown,Windows,2020-09-15 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2019-08-05 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,m.instagram.com,Linux,2020-09-23 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Bosnia and Herzegovina,Unknown,Android,2021-01-21 15:00:00,3,3,3,6,11,0.5,0.16666666666666663,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2020-10-25 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Windows,2020-07-10 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Cart,Cape Verde,Unknown,iOS,2019-08-09 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Indonesia,facebook.com,iOS,2021-10-22 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Facebook
Product,Cape Verde,Unknown,Android,2020-12-01 18:00:00,2,3,5,7,15,0.2857142857142857,0.0,Mobile,,
Homepage,Bosnia and Herzegovina,m.instagram.com,Android,2020-07-27 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Dominica,Unknown,Android,2020-11-01 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Gabon,Unknown,Android,2021-02-15 09:00:00,4,7,7,11,13,0.36363636363636365,0.8181818181818181,Mobile,,
Product,Bosnia and Herzegovina,mclean.net,Android,2021-02-02 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bangladesh,Unknown,Android,2020-09-06 03:00:00,3,6,9,10,14,0.3,0.6,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2021-01-26 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Gabon,Unknown,Windows,2020-04-01 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Linux,2020-11-06 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,Unknown,Android,2020-11-26 01:00:00,2,2,3,4,4,0.5,1.0,Mobile,,
Homepage,Dominica,mclean.net,Android,2020-08-18 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Iran,Unknown,Linux,2020-01-19 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,mclean.net,iOS,2020-10-08 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Dominica,l.instagram.com,Windows,2021-01-29 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Cape Verde,Unknown,Windows,2021-05-18 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Android,2019-08-11 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,facebook.com,Mac OS X,2021-02-13 17:00:00,2,2,3,5,12,0.4,0.0,Desktop,Social,Facebook
Homepage,Serbia,Unknown,Linux,2020-08-12 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Cape Verde,Unknown,iOS,2020-07-13 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cyprus,Unknown,iOS,2020-10-07 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,iOS,2020-08-05 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bermuda,www.google.com,Mac OS X,2020-08-12 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Product,Bangladesh,Unknown,Linux,2020-08-19 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Linux,2020-12-16 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Slovakia (Slovak Republic),Unknown,Windows,2021-07-01 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,iOS,2019-08-24 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Estonia,www.google.com,Linux,2020-09-10 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2020-07-10 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
List of Collections,Gabon,Unknown,iOS,2019-07-29 07:00:00,1,2,3,5,9,0.2,0.19999999999999996,Mobile,,
Product,Cape Verde,Unknown,Windows,2019-08-18 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,iOS,2019-08-10 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Windows,2020-09-21 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Falkland Islands (Malvinas),l.instagram.com,Linux,2020-08-22 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Bahamas,Unknown,Linux,2020-10-04 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
List of Collections,China,jones-shelton.com,Android,2021-03-05 09:00:00,8,14,15,24,29,0.3333333333333333,0.7916666666666666,Mobile,Unknown,
Product,Bosnia and Herzegovina,Unknown,Windows,2020-08-24 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,Unknown,Windows,2020-08-31 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Dominica,Unknown,Linux,2021-05-14 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,m.instagram.com,iOS,2020-10-09 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Cape Verde,m.instagram.com,Windows,2020-09-24 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Bosnia and Herzegovina,Unknown,iOS,2020-12-03 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Saint Helena,Unknown,Windows,2019-07-27 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Indonesia,Unknown,Android,2020-04-24 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Gabon,l.instagram.com,Mac OS X,2021-04-15 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Anguilla,mclean.net,Android,2019-08-02 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Dominica,Unknown,Android,2019-08-04 17:00:00,2,4,5,7,7,0.2857142857142857,1.0,Mobile,,
Homepage,Dominica,Unknown,iOS,2021-01-01 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Windows,2020-10-20 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,l.instagram.com,Android,2020-08-28 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,www.instagram.com,Windows,2019-10-10 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Collection,Bosnia and Herzegovina,Unknown,iOS,2020-03-17 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,www.google.com,Android,2019-07-27 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Gabon,Unknown,Mac OS X,2019-12-22 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Mac OS X,2020-08-23 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,www.google.com,iOS,2020-08-20 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Product,Dominica,mclean.net,Linux,2021-09-01 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2021-03-20 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,Unknown,Android,2019-08-04 07:00:00,2,4,4,7,11,0.2857142857142857,0.4285714285714286,Mobile,,
Homepage,Dominica,Unknown,Linux,2019-08-02 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-01-30 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,mclean.net,Android,2020-11-11 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Dominica,Unknown,Android,2020-06-05 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,jones-shelton.com,Linux,2021-05-14 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Dominica,jones-shelton.com,Windows,2020-07-17 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Product,Gabon,Unknown,Windows,2020-08-01 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,jones-shelton.com,Mac OS X,2021-07-20 02:00:00,1,2,2,4,8,0.25,0.0,Desktop,Unknown,
Product,Gabon,Unknown,Android,2019-08-14 12:00:00,4,7,11,16,21,0.25,0.6875,Mobile,,
Homepage,Dominica,Unknown,Android,2020-03-15 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Dominica,jones-shelton.com,Android,2021-09-21 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Dominica,mclean.net,iOS,2020-09-19 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Bosnia and Herzegovina,Unknown,Android,2021-08-19 23:00:00,3,4,7,8,9,0.375,0.875,Mobile,,
Homepage,Bermuda,jones-shelton.com,Android,2020-08-25 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Botswana,Unknown,Linux,2021-10-31 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Bosnia and Herzegovina,jones-shelton.com,Android,2021-02-08 00:00:00,1,2,2,4,7,0.25,0.25,Mobile,Unknown,
Homepage,Cape Verde,Unknown,iOS,2019-08-05 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Linux,2019-12-27 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,South Georgia and the South Sandwich Islands,jones-shelton.com,iOS,2020-09-06 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-02-26 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,m.instagram.com,Windows,2020-07-16 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,jones-shelton.com,iOS,2019-08-08 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Dominica,mclean.net,Android,2020-07-13 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Dominica,Unknown,Windows,2021-06-11 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,mclean.net,Android,2021-03-22 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Maldives,jones-shelton.com,Android,2020-07-30 00:00:00,3,6,8,11,19,0.2727272727272727,0.2727272727272727,Mobile,Unknown,
Collection,Cape Verde,Unknown,iOS,2021-08-07 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Android,2020-06-30 01:00:00,3,5,7,8,14,0.375,0.25,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Android,2019-11-03 14:00:00,3,5,6,7,10,0.42857142857142855,0.5714285714285714,Mobile,,
Product,Bosnia and Herzegovina,m.instagram.com,Mac OS X,2020-09-01 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,Unknown,Mac OS X,2021-12-16 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Android,2019-08-05 01:00:00,3,4,5,9,10,0.3333333333333333,0.8888888888888888,Mobile,,
Homepage,Dominica,www.instagram.com,Android,2020-05-10 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Collection,Sweden,l.instagram.com,iOS,2020-06-07 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Dominica,www.instagram.com,Linux,2019-11-20 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,www.google.com,iOS,2020-10-06 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Maldives,Unknown,Android,2019-07-28 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,jones-shelton.com,Mac OS X,2021-02-21 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Cape Verde,mclean.net,Android,2021-03-17 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bosnia and Herzegovina,l.instagram.com,iOS,2021-02-25 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Collection,Gabon,www.google.com,iOS,2019-09-24 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Checkout,Slovakia (Slovak Republic),Unknown,Mac OS X,2021-03-07 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,Unknown,Linux,2021-09-16 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2019-08-08 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Slovakia (Slovak Republic),Unknown,Android,2021-04-17 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,mclean.net,Linux,2020-12-22 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Cape Verde,Unknown,Windows,2019-08-17 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Botswana,l.instagram.com,Android,2019-07-20 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Bosnia and Herzegovina,jones-shelton.com,Mac OS X,2021-09-23 20:00:00,1,1,1,3,5,0.3333333333333333,0.33333333333333337,Desktop,Unknown,
Product,Dominica,Unknown,Android,2020-03-01 02:00:00,2,2,3,6,13,0.3333333333333333,0.0,Mobile,,
Homepage,Dominica,Unknown,Other,2020-03-28 12:00:00,1,2,3,5,6,0.2,0.8,Other,,
Homepage,Angola,facebook.com,Windows,2019-07-30 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Dominica,Unknown,iOS,2019-10-15 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,Unknown,Android,2020-11-05 12:00:00,2,4,6,9,13,0.2222222222222222,0.5555555555555556,Mobile,,
Product,Dominica,Unknown,Mac OS X,2021-09-26 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Cape Verde,rivera.com,Android,2020-09-17 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Collection,Cape Verde,jones-shelton.com,Android,2021-05-23 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,www.instagram.com,Mac OS X,2019-07-31 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Cape Verde,Unknown,Other,2019-07-30 18:00:00,1,2,2,3,7,0.3333333333333333,0.0,Other,,
Homepage,Bahamas,Unknown,Android,2021-09-30 08:00:00,4,5,8,13,23,0.3076923076923077,0.23076923076923073,Mobile,,
Homepage,Serbia,Unknown,Mac OS X,2021-06-14 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,jones-shelton.com,Other,2021-05-09 02:00:00,4,8,9,12,14,0.3333333333333333,0.8333333333333334,Other,Unknown,
Product,Maldives,Unknown,iOS,2019-08-23 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,l.instagram.com,Android,2019-08-21 03:00:00,1,2,3,5,9,0.2,0.19999999999999996,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,myers.com,Android,2021-03-24 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Iceland,Unknown,iOS,2019-08-12 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Serbia,Unknown,iOS,2020-05-03 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2021-01-31 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Gabon,Unknown,iOS,2020-12-25 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2021-09-09 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,Unknown,Android,2021-03-25 16:00:00,1,1,1,3,5,0.3333333333333333,0.33333333333333337,Mobile,,
Homepage,Cape Verde,mclean.net,Linux,2021-06-02 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Cape Verde,www.google.com,Android,2021-04-19 18:00:00,3,4,7,9,10,0.3333333333333333,0.8888888888888888,Mobile,Search,Google
Homepage,Vanuatu,pratt.com,Android,2021-07-03 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-10-21 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Checkout,Cape Verde,Unknown,Android,2020-10-08 14:00:00,1,2,2,3,3,0.3333333333333333,1.0,Mobile,,
Checkout,Cape Verde,Unknown,Windows,2021-09-09 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Android,2020-07-24 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Android,2020-03-30 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,Unknown,Other,2020-03-29 22:00:00,4,6,9,14,29,0.2857142857142857,0.0,Other,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2019-08-04 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Gabon,Unknown,Android,2021-01-25 17:00:00,1,2,2,4,6,0.25,0.5,Mobile,,
Product,Mayotte,jones-shelton.com,Android,2020-07-27 15:00:00,6,9,15,17,17,0.35294117647058826,1.0,Mobile,Unknown,
Collection,Gabon,www.google.com,Android,2020-09-29 19:00:00,1,2,3,5,7,0.2,0.6,Mobile,Search,Google
